#-------------------------------------------------------------------------------
#
#
#           ********************************************************
#           *                                                      *
#           *    Full-Potential Multiple Scattering Theory Based   *
#           *                                                      *
#           *  Ab Initio Electronic Structure Calculation Package  *
#           *                                                      *
#           ********************************************************
#
#
#   username                 : ywg
#   system name              : dxcgpu02.psc.edu
#   code compiled            : Tuesday, May 16 2017 22:25:28
#-------------------------------------------------------------------------------
# Potential Type          : Full-Potential
# Green function    : Integration along real energy axis for single scattering
#                     Integration along complex energy contour for multiple scattering
# Single Site Solver: Full-Potential
#                     Regular solution is calculated using truncated potential
#                     S and C are calculated using bounding sphere method
# MST Method        : LSMS
# Spin Parameter    : Non-Collinear -  3
# Number of Atoms         :      1
# Bravais Lattice Vector  :
#         2.65000000   2.65000000  -2.65000000
#         2.65000000  -2.65000000   2.65000000
#        -2.65000000   2.65000000   2.65000000
# Energy Offset           :   -2522
# Column Legend :    31
#         1. Type
#         2. Index
#         3. Position-X
#         4. Position-Y
#         5. Position-Z
#         6. Force-X
#         7. Force-Y
#         8. Force-Z
#         9. EvecIn-X
#        10. EvecIn-Y
#        11. EvecIn-Z
#        12. EvecOut-X
#        13. EvecOut-Y
#        14. EvecOut-Z
#        15. Bcon-X
#        16. Bcon-Y
#        17. Bcon-Z
#        18. Volume - MT
#        19. Volume - VP
#        20. LIZ Size
#        21. Energy
#        22. Exc_energy
#        23. Pressure
#        24. Charge-MT
#        25. Charge-VP
#        26. Moment-MT
#        27. Moment-VP
#        28. RMS-Charge
#        29. RMS-Potential
#        30. RMS-Evec
#        31. RMS-Bcon
#-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Type  Indx      X          Y          Z       Force-X    Force-Y    Force-Z    EvecIn-X   EvecIn-Y   EvecIn-Z  EvecOut-X  EvecOut-Y  EvecOut-Z    Bcon-X     Bcon-Y     Bcon-Z     Vol-MT     Vol-VP   LIZ  Energy           Exch_energy      Pressure      Charge-MT  Charge-VP   Moment-MT  Moment-VP RMS-Rho   RMS-Pot  RMS-Evec  RMS-Bcon 
#-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# ****************************************************
# SCF Iteration:    2
# ****************************************************
 Fe        2   2.650000   2.650000   2.650000   0.000000   0.000000   0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846650067E+00   0.160741 -0.941783281E-01  24.990302  24.990301   2.266222   2.241824  0.11E-06  0.44E-07  0.38E-15  0.48E-15
# ****************************************************
# SCF Iteration:   30
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000  -0.000000  -0.000000  -0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846649888E+00   0.160741 -0.941971196E-01  24.990301  24.990301   2.266227   2.241829  0.81E-08  0.34E-07  0.35E-15  0.35E-15
 Fe        2   2.650000   2.650000   2.650000   0.000000   0.000000   0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846649906E+00   0.160741 -0.941958124E-01  24.990301  24.990301   2.266231   2.241832  0.75E-08  0.24E-07  0.35E-15  0.46E-15
# ****************************************************
# SCF Iteration:   35
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000  -0.000000  -0.000000  -0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846650051E+00   0.160741 -0.941900856E-01  24.990301  24.990301   2.266227   2.241828  0.35E-09  0.17E-07  0.38E-15  0.48E-15
 Fe        2   2.650000   2.650000   2.650000   0.000000   0.000000   0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846650115E+00   0.160741 -0.941888670E-01  24.990301  24.990301   2.266231   2.241832  0.27E-09  0.13E-07  0.27E-15  0.27E-15
# ****************************************************
# SCF Iteration:   40
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000  -0.000000  -0.000000  -0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846649692E+00   0.160741 -0.941798675E-01  24.990302  24.990301   2.266227   2.241829  0.26E-08  0.22E-07  0.58E-15  0.50E-15
 Fe        2   2.650000   2.650000   2.650000   0.000000   0.000000   0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846649751E+00   0.160741 -0.941786541E-01  24.990302  24.990301   2.266232   2.241833  0.31E-08  0.30E-07  0.50E-15  0.50E-15
# ****************************************************
# SCF Iteration:   45
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000  -0.000000  -0.000000  -0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846650245E+00   0.160741 -0.941924774E-01  24.990301  24.990300   2.266227   2.241828  0.13E-08  0.21E-07  0.51E-15  0.51E-15
 Fe        2   2.650000   2.650000   2.650000   0.000000   0.000000   0.000000   0.577350   0.577350   0.577350   0.577350   0.577350   0.577350  -0.000000  -0.000000   0.000000  50.631189  74.438500   88 -0.846650311E+00   0.160741 -0.941910961E-01  24.990301  24.990300   2.266232   2.241833  0.13E-08  0.13E-07  0.92E-15  0.92E-15
# ****************************************************
# SCF Iteration:   50
# ****************************************************
