#-------------------------------------------------------------------------------
#
#
#           ********************************************************
#           *                                                      *
#           *    Full-Potential Multiple Scattering Theory Based   *
#           *                                                      *
#           *  Ab Initio Electronic Structure Calculation Package  *
#           *                                                      *
#           ********************************************************
#
#
#   username                 : ywg
#   system name              : dxcgpu02.psc.edu
#   code compiled            : Wednesday, May 24 2017 23:12:34
#-------------------------------------------------------------------------------
# Potential Type          : Muffin-Tin
# Single Site Solver: Spherical
# MST Method        : LSMS
# Spin Parameter    : Collinear -  2
# Number of Atoms         :      4
# Bravais Lattice Vector  :
#         4.83000000   0.00000000   0.00000000
#         0.00000000   4.83000000   0.00000000
#         0.00000000   0.00000000   9.66000000
# Energy Offset           :   -2519
# Column Legend :    20
#         1. Type
#         2. Index
#         3. Position-X
#         4. Position-Y
#         5. Position-Z
#         6. Force-X
#         7. Force-Y
#         8. Force-Z
#         9. Volume - MT
#        10. Volume - VP
#        11. LIZ Size
#        12. Energy
#        13. Exch_energy
#        14. Pressure
#        15. Charge-MT
#        16. Charge-VP
#        17. Moment-MT
#        18. Moment-VP
#        19. RMS-Charge
#        20. RMS-Potential
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Type  Indx      X          Y          Z       Force-X    Force-Y    Force-Z    Vol-MT     Vol-VP    LIZ  Energy           Exch_energy      Pressure      Charge-MT  Charge-VP   Moment-MT  Moment-VP RMS-Rho   RMS-Pot 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# ****************************************************
# SCF Iteration:    5
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.332120043E+01   0.000000 -0.663621E+01  23.906971   6.609019   2.393163   2.441200  0.20E-03  0.43E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251794765E+04   0.000000 -0.182624E+00   1.024657   1.561863  -0.011941   0.002113  0.61E-04  0.54E-01
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251772537E+04   0.000000 -0.585477E+00   0.893237   1.348442  -0.009306  -0.011772  0.80E-04  0.15E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251794765E+04   0.000000 -0.182624E+00   1.024657   1.561863  -0.011941   0.002113  0.61E-04  0.54E-01
# ****************************************************
# SCF Iteration:   10
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.315672263E+01   0.000000 -0.648856E+01  23.852725   6.518335   2.497205   2.548248  0.16E-03  0.42E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251788001E+04   0.000000 -0.353055E+00   0.952808   1.449739  -0.009298   0.007719  0.58E-04  0.54E-01
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251765131E+04   0.000000 -0.772965E+00   0.804813   1.217043  -0.010702  -0.012502  0.70E-04  0.15E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251788001E+04   0.000000 -0.353055E+00   0.952808   1.449739  -0.009298   0.007719  0.58E-04  0.54E-01
# ****************************************************
# SCF Iteration:   15
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.299872025E+01   0.000000 -0.660060E+01  23.782860   6.412646   2.609932   2.666262  0.24E-03  0.41E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251779026E+04   0.000000 -0.527159E+00   0.890521   1.353643  -0.012480   0.003885  0.53E-04  0.53E-01
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251755931E+04   0.000000 -0.956939E+00   0.727181   1.102811  -0.016493  -0.020460  0.64E-04  0.14E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251779026E+04   0.000000 -0.527159E+00   0.890521   1.353643  -0.012480   0.003885  0.53E-04  0.53E-01
# ****************************************************
# SCF Iteration:   20
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.282483123E+01   0.000000 -0.697062E+01  23.693307   6.286114   2.737405   2.801054  0.19E-03  0.39E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251766981E+04   0.000000 -0.728219E+00   0.827572   1.256687  -0.013249   0.004090  0.54E-04  0.37E-01
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251744310E+04   0.000000 -0.115676E+01   0.650405   0.990685  -0.020667  -0.026590  0.66E-04  0.16E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251766981E+04   0.000000 -0.728219E+00   0.827572   1.256687  -0.013249   0.004090  0.54E-04  0.37E-01
# ****************************************************
# SCF Iteration:   25
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.102701165E+01   0.000000 -0.198469E+02  22.643956   5.128975   3.202249   3.317451  0.21E-02  0.38E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251585326E+04   0.000000 -0.267268E+01   0.699316   1.052137   0.011715   0.051423  0.16E-03  0.13E+00
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251564974E+04   0.000000 -0.307357E+01   0.496257   0.766751   0.006328   0.009983  0.20E-03  0.37E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251585326E+04   0.000000 -0.267268E+01   0.699316   1.052137   0.011715   0.051423  0.16E-03  0.13E+00
# ****************************************************
# SCF Iteration:   30
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.172316236E+01   0.000000 -0.143646E+02  22.959596   5.426251   3.293878   3.399699  0.52E-03  0.32E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251638021E+04   0.000000 -0.221672E+01   0.632672   0.955723   0.008420   0.044997  0.46E-04  0.12E+00
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251619646E+04   0.000000 -0.258962E+01   0.425078   0.662302   0.004137   0.006701  0.48E-04  0.33E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251638021E+04   0.000000 -0.221672E+01   0.632672   0.955723   0.008420   0.044997  0.46E-04  0.12E+00
# ****************************************************
# SCF Iteration:   35
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.208733729E+01   0.000000 -0.106427E+02  23.164247   5.617222   3.294270   3.390895  0.36E-03  0.28E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251669445E+04   0.000000 -0.194741E+01   0.589041   0.894431   0.000566   0.030894  0.31E-04  0.12E+00
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251652471E+04   0.000000 -0.229998E+01   0.378756   0.593915   0.000310   0.000767  0.34E-04  0.30E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251669445E+04   0.000000 -0.194741E+01   0.589041   0.894431   0.000566   0.030894  0.31E-04  0.12E+00
# ****************************************************
# SCF Iteration:   40
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.237654346E+01   0.000000 -0.704796E+01  23.354260   5.791775   3.476488   3.570618  0.36E-03  0.24E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251697039E+04   0.000000 -0.171107E+01   0.548634   0.836949  -0.004434   0.021762  0.34E-04  0.11E+00
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251681548E+04   0.000000 -0.204049E+01   0.339114   0.534327  -0.001976  -0.002678  0.31E-04  0.28E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251697039E+04   0.000000 -0.171107E+01   0.548634   0.836949  -0.004434   0.021762  0.34E-04  0.11E+00
# ****************************************************
# SCF Iteration:   45
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.255425802E+01   0.000000 -0.430166E+01  23.512385   5.941181   3.405814   3.491575  0.29E-03  0.21E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251718693E+04   0.000000 -0.152733E+01   0.512985   0.786566  -0.006481   0.017014  0.28E-04  0.11E+00
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251704601E+04   0.000000 -0.183377E+01   0.307049   0.485688  -0.003621  -0.005127  0.25E-04  0.26E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251718693E+04   0.000000 -0.152733E+01   0.512985   0.786566  -0.006481   0.017014  0.28E-04  0.11E+00
# ****************************************************
# SCF Iteration:   50
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.267373220E+01   0.000000 -0.203583E+01  23.646046   6.068166   3.335004   3.413933  0.23E-03  0.18E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251736078E+04   0.000000 -0.138038E+01   0.482143   0.743396  -0.006492   0.015218  0.24E-04  0.10E+00
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251723187E+04   0.000000 -0.166658E+01   0.280483   0.445043  -0.004230  -0.005818  0.21E-04  0.24E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251736078E+04   0.000000 -0.138038E+01   0.482143   0.743396  -0.006492   0.015218  0.24E-04  0.10E+00
# ****************************************************
# SCF Iteration:   55
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.275072013E+01   0.000000 -0.276005E+00  23.752641   6.169443   3.275071   3.348829  0.19E-03  0.16E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251749226E+04   0.000000 -0.126942E+01   0.458079   0.709958  -0.007574   0.012125  0.19E-04  0.10E+00
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251737214E+04   0.000000 -0.154119E+01   0.258152   0.410641  -0.004024  -0.005098  0.18E-04  0.23E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251749226E+04   0.000000 -0.126942E+01   0.458079   0.709958  -0.007574   0.012125  0.19E-04  0.10E+00
# ****************************************************
# SCF Iteration:   60
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.280225804E+01   0.000000  0.112999E+01  23.841590   6.254228   3.220318   3.289959  0.15E-03  0.14E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251759755E+04   0.000000 -0.118095E+01   0.437988   0.681865  -0.008504   0.009774  0.15E-04  0.97E-01
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251748496E+04   0.000000 -0.144010E+01   0.239575   0.382042  -0.004066  -0.004832  0.14E-04  0.22E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251759755E+04   0.000000 -0.118095E+01   0.437988   0.681865  -0.008504   0.009774  0.15E-04  0.97E-01
# ****************************************************
# SCF Iteration:   65
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.283549425E+01   0.000000  0.220168E+01  23.913209   6.322628   3.174827   3.241334  0.11E-03  0.13E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251767929E+04   0.000000 -0.111272E+01   0.421681   0.659057  -0.009473   0.007644  0.13E-04  0.94E-01
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251757305E+04   0.000000 -0.136100E+01   0.224639   0.359258  -0.004708  -0.005708  0.12E-04  0.20E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251767929E+04   0.000000 -0.111272E+01   0.421681   0.659057  -0.009473   0.007644  0.13E-04  0.94E-01
# ****************************************************
# SCF Iteration:   70
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.285749815E+01   0.000000  0.301153E+01  23.971473   6.378551   3.137198   3.201288  0.89E-04  0.11E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251774362E+04   0.000000 -0.105931E+01   0.408375   0.640527  -0.010250   0.005920  0.10E-04  0.91E-01
 Va        3   0.000000   0.000000   4.830000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251764262E+04   0.000000 -0.129863E+01   0.212214   0.340396  -0.005340  -0.006618  0.98E-05  0.20E+00
 Va        4   2.415000   2.415000   7.245000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251774362E+04   0.000000 -0.105931E+01   0.408375   0.640527  -0.010250   0.005920  0.10E-04  0.91E-01
# ****************************************************
# SCF Iteration:   75
# ****************************************************
 Fe        1   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  38.320566  56.339294  136 -0.287221628E+01   0.000000  0.360581E+01  24.018618   6.424079   3.106764   3.168987  0.68E-04  0.10E+00
 Va        2   2.415000   2.415000   2.415000   0.000000   0.000000   0.000000  38.320566  56.339294  136  0.251779410E+04   0.000000 -0.101764E+01   0.397614   0.625642  -0.010962   0.004379  0.83E-05  0.89E-01
